feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,Class
0.09186474564849363,-0.29626744350888173,-1.8852000520211172,0.253190885077175,1.4990753732651245,-0.7569718559057468,1.2054111932361031,-0.9543160078751478,0
0.08334707099324289,-0.9734467413994762,0.8812847814327686,1.6438400910171316,0.772937535451982,-0.23880884396850377,0.0324922207599565,1.3359876236229922,0
-0.46026340158332313,1.4597318750379402,-1.1354608936981305,1.7253711656992596,-1.1360225941747064,-1.2876399798158347,-1.3136847942301153,2.1541849595376013,0
0.4079250175142854,-2.8325195707762085,-0.12497578635826605,-0.9124997320182118,1.0466353198900298,-0.4754066484396834,0.2892592001254277,1.6064969161004723,0
1.1899113972411677,-1.574979469433024,1.0136757405438634,1.0868047046658185,-0.06815185437191795,-0.5987364363614706,-1.643474482155111,1.5106253381643024,0
-0.6528967724115621,-1.8579920416244045,-1.3777007731168525,1.9488339716418421,0.23017043527061198,-1.7913665312980815,0.8447056335158414,2.954636821180786,0
-1.0553870170924875,0.20330294356907486,1.0584845435303247,-0.9488043796650292,1.8758235454331325,-0.79631557636464,-1.4467920292082592,0.3460274901323914,0
-0.20445497968522458,1.0035665601832853,-0.13525432539369245,1.3651883610484743,1.6214756580665468,-0.2460459806757751,0.7964673782002074,1.700631469200733,0
-0.36047340420459595,0.31747193473109014,0.5114155009299537,1.9153264173879765,-1.6078297960241472,-2.679019420545565,1.2546977776226493,1.9396925016863102,0
-1.0014370765050777,1.3196444944772996,0.1932074227141938,-3.242834664368832,2.8509617364190456,-1.3574662866123064,-3.2155085701699697,0.535056222584084,0
-0.6986048355960544,1.70501414720703,-0.8705171058476889,-0.6213889482362626,0.8821236471914558,-1.3500560154895034,-2.9458221704689738,2.8208084411601044,0
-0.9980298371797204,0.8729191867707867,-0.7634313401500049,0.4390396339851812,1.3450394580153424,-1.3281095187531553,0.7093211281062971,0.9401995168049923,0
0.10052009450816196,1.1919588561171166,0.5877316524799424,-2.4566058554223122,2.4080791876651038,-0.8625461806101895,-0.40081637661148517,-0.6673829890391139,0
0.7795667272403815,1.4820224936157906,-0.986786045739545,0.865501986449312,1.900886089178763,-0.2636609086401537,-1.071620316563605,-0.44157180617415204,0
0.8100623040526913,-1.3687045435596683,1.0751759356684585,-2.2545338950192573,1.293331441456302,-1.3920608536629382,0.3477717594824099,0.7043571116417702,0
-1.6063770056091804,1.0501105961089143,0.7792340343136079,0.3696147968255413,0.1875751425840454,-3.0009554691170446,-1.0779963762748164,0.21433010651692286,0
1.5781068079115141,0.8485620344757479,-1.1700176505989124,-4.93325126936703,3.713259862661253,-1.0988687952055118,-0.2849647905616596,-0.30094070136054096,0
